# Gene Family,2827,2828,2830,2831,2832,2833,2834,2836,2837,2839,2840,2841,2842,2845,2846,2847,2850,2853,2854,2855,2857,2858,2859,2862,2866,2867,2870,2871,2872
1.1.1.1: Alcohol dehydrogenase,16.9223565787,29.6494620457,4.016064257,10.6686765564,416.8658216045,122.0060362571,90.3312547191,99.4667318764,52.9404193816,27.6195551579,0.0,0.0,62.4215791213,152.4407543613,21.7771636851,27.283837763500003,5.4869684499,17.1429831421,74.0769906059,11.0571873817,4.3572984749,0.0,23.9651416122,40.0403834704,23.783208481800003,5.4869684499,27.2695721156,33.8908883583,29.6459903735
1.1.1.100: 3-oxoacyl-[acyl-carrier-protein] reductase,23.1879005564,208.6294732121,74.96651719100001,114.5497528476,276.37015561740003,214.2923923453,111.2883378567,264.46306818169995,115.3741084622,164.6508683569,149.5458016134,262.3378257833,192.7880408838,366.55051337210006,54.2967796199,108.2459370257,79.6282916102,45.504034152,93.7909976914,198.9387604305,146.6097449951,100.3793988877,93.2594201076,221.962673007,119.1082186592,135.4920796997,22.2222222222,158.67140246799997,142.6492972575
1.1.1.103: L-threonine 3-dehydrogenase,0.0,0.0,2.1633321633,3.2409284293,35.1701059518,79.9875444021,2.1367521368,0.0,0.0,0.0,0.0,0.0,0.0,39.995500914,11.996379802799998,4.1666666667,0.0,0.0,15.1363127173,0.0,0.0,0.0,2.3436048222,0.0,21.6170973473,0.0,0.0,0.0,0.0
1.1.1.127: 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase,0.0,0.0,0.0,0.0,39.7100384107,8.3857442348,0.0,0.0,8.3857442348,60.7966457023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1928721174,0.0,0.0,0.0,0.0,0.0
1.1.1.130: 3-dehydro-L-gulonate 2-dehydrogenase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5995269799000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3222591362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.1.131: Mannuronate reductase,0.0,3.6036036036,7.0264226679,0.0,75.3882038064,147.3242197029,25.4334442101,63.2346558321,0.0,78.0391829435,0.0,14.4144144144,0.0,93.2189086683,0.0,0.0,5.3404920169,0.0,41.4414414414,0.0,0.0,15.2357563413,5.2998255003,0.0,46.3240268845,0.0,5.2840988413,28.8288288288,5.6239036647
1.1.1.132: GDP-mannose 6-dehydrogenase,0.0,0.0,0.0,8.032850680100001,9.2592592593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.1.133: dTDP-4-dehydrorhamnose reductase,80.6513916906,707.7978812874001,145.1939294127,184.5515027545,353.4030286632,322.2029767961,107.3649125546,383.7788731786,149.1900110075,355.2082885604,504.0766109687,184.6821427291,162.3491720291,489.8771488704999,61.3837272892,69.9565680609,113.5925005924,153.9958639452,89.4563309449,383.8441130143,100.74755185440002,107.1880515774,45.0127535594,208.9095276352,193.0560301657,247.9796764913,34.339388968,371.1395393732001,191.8413923564
1.1.1.135: GDP-6-deoxy-D-talose 4-dehydrogenase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2308406201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.1.14: L-iditol 2-dehydrogenase,5.3191489362,0.0,0.0,0.0,0.0,33.7287558575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3844301205,0.0,8.9686098655,6.4173736979000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.1.140: Sorbitol-6-phosphate 2-dehydrogenase,0.0,0.0,0.0,0.0,58.3238714294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.1.157: 3-hydroxybutyryl-CoA dehydrogenase,14.4144144144,38.3228173804,10.4712041885,22.0925023236,41.5759250458,105.1624196822,37.9648274936,81.758311118,62.997028442,85.22844229649999,12.6126126126,7.210459557,25.8945456195,82.64704495069999,37.7898655495,2.6542811953,22.687609075,36.9412482831,50.6108202443,26.1780104712,12.2164048866,83.10290483060001,36.3628401895,34.0672501351,13.9616055846,17.4520069808,10.3694145951,23.5984508737,20.5128205128
1.1.1.159: 7-alpha-hydroxysteroid dehydrogenase,0.0,0.0,20.1215496267,0.0,47.3671278274,53.7812000695,7.7471380229,4.6345175251,0.0,0.0,20.1406388749,40.210145972,0.0,38.6976284853,0.0,0.0,0.0,6.19199484,4.6273106738,0.0,23.2103030695,0.0,0.0,0.0,9.2760363908,6.1991504068,0.0,0.0,0.0
1.1.1.163: Cyclopentanol dehydrogenase,0.0,0.0,0.0,0.0,0.0,0.0,4.5022533778,0.0,0.0,0.0,0.0,0.0,0.0,3.2976114745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2735042735,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.1.169: 2-dehydropantoate 2-reductase,50.2977420385,269.1531367763,127.9182539931,186.7068016247,149.9180632906,261.8244313246,118.0471038777,175.32507867930002,85.97238938839999,113.6095529009,205.3400481989,205.3712480253,81.7544427444,229.3253720556,44.9652739279,100.8701848083,80.33548155209999,87.35538640749999,124.575730316,189.5784123379,88.1545052161,138.1911240459,218.1671215603,112.4138003903,85.308056872,173.88988670950002,62.3668028602,218.6548821726,109.7822619385
1.1.1.17: Mannitol-1-phosphate 5-dehydrogenase,0.0,371.6882693405,118.3743371867,204.6003465471,236.9992335607,189.2669528488,41.3793103448,97.0408412815,102.5923208608,57.4712643678,267.816091954,220.6909778712,106.0732045325,347.1264367816,2.5641025641,122.9885057471,131.0371281563,47.1264367816,41.3793103448,372.4164385011,208.805860035,4.5977011494,179.5073143839,144.8275862069,110.3448275862,232.183908046,23.743842364600003,281.6105181011,47.1750040473
1.1.1.18: Inositol 2-dehydrogenase,43.0193767363,0.0,13.1052393139,6.5161083313,0.0,0.0,0.0,2.1532874285,0.0,0.0,0.0,0.0,0.0,0.0,12.0107973614,7.628125449900001,0.0,2.200220022,0.0,0.0,0.0,15.1515151515,6.5958244176,8.4388185654,0.0,0.0,0.0,0.0,22.183863956
1.1.1.193: 5-amino-6-(5-phosphoribosylamino)uracil reductase,29.5149481391,146.1002629653,67.7253468131,45.25342197769999,87.1825978297,122.3598073123,24.8371870742,54.9363106232,49.4791666667,55.7198695191,88.4865485146,79.0513833992,26.3041419631,243.6917055898,43.3882130873,79.0513833992,40.8123353097,86.38597563569999,11.1524861207,121.2121212121,35.5731225296,39.8000477568,64.4062704481,53.264238851,85.57684407949999,108.7228455242,5.2700922266,87.8146525807,40.4180409288
1.1.1.2: Alcohol dehydrogenase (NADP(+)),0.0,0.0,2.7100271003,0.0,3.933271509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1786492375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8487144626,0.0,0.0,0.0,0.0
"1.1.1.202: 1,3-propanediol dehydrogenase",28.7356321839,19.6655670869,9.4936708861,0.0,1.8561488916,6.8728522337,33.2187857961,3.7435682033,16.0366552119,1.8717832831,0.0,0.0,8.018327606,21.7640320733,7.4888849182,10.9026522147,11.4547537228,0.0,4.5819014891,0.0,2.2909507446,12.6436781609,17.7885103863,8.0459770115,0.0,4.5819014891,0.0,0.0,6.8965517241
1.1.1.205: IMP dehydrogenase,118.78194746799998,348.7544483986,254.721734154,396.2881475248,424.74775236260007,741.7975467061,162.21631914789998,441.4550980623,114.451865221,218.3350504074,324.302701794,256.195634757,211.6354687621,560.6020124892,70.8458995128,90.7107186268,142.354389791,129.51187070510002,158.507991196,565.1434349039,228.9418035458,66.3130945115,252.3561570413,185.7053973493,229.51715134840003,261.0044815097,133.30326524080002,302.3197423038,259.8581708192
1.1.1.218: Morphine 6-dehydrogenase,0.0,362.3253858413,143.7102677712,106.0050860015,165.7355679702,137.8026070764,102.1633113281,144.9445046647,80.0744878957,72.625698324,243.947858473,206.7039106145,76.8807192487,175.7020819365,0.0,100.3588729082,83.7988826816,37.5650163745,35.1715023728,139.6648044693,162.0111731844,0.0,67.0391061453,85.6610800745,76.1398450171,178.56056759220002,70.7808721754,197.3929236499,83.7988826816
1.1.1.22: UDP-glucose 6-dehydrogenase,86.4384781961,5.4443139589000005,3.2271082298,41.8624468959,132.5504035726,123.7661332286,3.4965034965,191.760885772,0.0,41.3876354665,0.0,4.3500964922,0.0,241.48683013930005,17.6270347385,0.0,0.0,26.9416170655,24.6357920364,0.0,26.7525036012,40.1183605644,18.4657257988,0.0,49.7055779794,20.4189150603,0.0,47.88736245049999,30.3969767346
1.1.1.23: Histidinol dehydrogenase,77.1208290022,11.1662616907,62.58726085279999,123.7243637835,149.3269862617,437.8839065895999,60.0322741632,115.122317399,103.4537754163,175.296763288,5.8838039014,35.6203721583,18.6325356564,216.8295211986,53.0967698657,43.6507936508,15.8169542776,17.8652044558,86.4488811595,34.1881500375,36.2035077425,90.2814514961,87.2469805674,69.3250121754,62.8918837671,0.0,5.8591458075,51.2445432863,48.0594305648
1.1.1.244: Methanol dehydrogenase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3474178404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.1.25: Shikimate dehydrogenase,26.1745664029,3.0698406416,19.0617506528,34.9369772417,28.1008868514,189.3574005375,54.5232201492,147.302918286,24.3960353557,28.1952917896,24.9486568641,20.8723387893,49.1533057747,164.3592744354,71.40065548449999,0.0,0.0,29.199963964500004,14.378522317,2.6041666667,0.0,26.9081643957,27.6198601351,30.5689050942,49.6410773761,7.5329566855,0.0,32.5356579325,59.7243681394
