# Gene Family,2827,2828,2830,2831,2832,2833,2834,2836,2837,2839,2840,2841,2842,2845,2846,2847,2850,2853,2854,2855,2857,2858,2859,2862,2866,2867,2870,2871,2872
K00001: alcohol dehydrogenase [EC:1.1.1.1],4.662004662,0.0,12.8205128205,0.0,0.0,0.0,5.8275058275,11.655011655,0.0,4.662004662,0.0,0.0,0.0,11.655011655,16.317016317,0.0,0.0,0.0,0.0,0.0,0.0,19.8135198135,17.4825174825,13.986013986,12.1661550306,0.0,3.7400679058,0.0,0.0
K00003: homoserine dehydrogenase [EC:1.1.1.3],0.0,0.0,0.0,0.0,0.0,0.0,3.1545741325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4132631058,0.0,0.0,0.0,0.0,0.0,0.0
K00005: glycerol dehydrogenase [EC:1.1.1.6],0.0,0.0,22.336864058,2.4330900243,1.9955104746,4.8661800487,49.3935568849,17.5438596491,0.0,0.0,0.0,0.0,0.0,7.5187969925,22.5563909774,0.0,0.0,10.9489051095,0.0,0.0,0.0,27.5689223058,12.1654501217,16.290726817,3.9196481727,1.9950129651,0.0,14.598540146,7.299270073
K00012: UDPglucose 6-dehydrogenase [EC:1.1.1.22],4.6136101499,2.8151413951,0.0,0.0,0.0,8.1773481082,0.0,1.8779342723,0.0,0.0,0.0,0.0,0.0,15.729258783,0.0,0.0,0.0,0.0,1.84469634,0.0,0.0,0.0,0.0,0.0,7.3851214554,0.0,0.0,4.2605334672,0.0
K00014: shikimate dehydrogenase [EC:1.1.1.25],0.0,0.0,0.0,0.0,0.0,27.4200767217,6.230529595,42.578523887,0.0,52.960580998,0.0,0.0,0.0,14.5389818287,17.6531671858,0.0,0.0,0.0,20.7684319834,4.1536863967,0.0,13.4994807892,0.0,3.1152647975,35.3063343717,0.0,0.0,0.0,0.0
K00015: glyoxylate reductase [EC:1.1.1.26],0.0,265.7657657658,90.0900900901,160.6606606607,127.6276276276,97.5975975976,15.015015015,52.5525525526,9.0135316039,73.5735735736,90.0900900901,118.6186186186,58.5585585586,136.6366366366,9.009009009,67.5675675676,93.0930930931,39.039039039,27.027027027,186.1861861862,66.0660660661,18.018018018,93.0930930931,78.0780780781,60.0600600601,141.1411411411,18.018018018,198.1981981982,49.5495495495
K00016: L-lactate dehydrogenase [EC:1.1.1.27],6.2597809077,226.3568433291,115.1307756398,121.2121212121,126.9390982319,90.3559481957,170.7199017051,28.7771439088,89.1725807257,47.5858438005,87.1705425828,104.4485465654,172.94712594290002,159.3843548122,18.2648401826,85.3793420162,43.5774282981,22.1149464571,85.2238138622,181.9768005293,59.774250829,0.0,133.8371583956,49.5590639972,63.4606621449,153.19973952479998,25.5183413078,256.1594108086,56.2923781639
K00024: malate dehydrogenase [EC:1.1.1.37],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.7781808759,0.0,0.0,0.0,4.5351473923,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K00027: malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38],24.1090146751,0.0,0.0,0.0,0.0,0.0,3.7664783427,8.3857442348,0.0,0.0,10.4821802935,0.0,0.0,0.0,0.0,0.0,0.0,12.5786163522,0.0,0.0,0.0,22.0125786164,0.0,9.4339622642,0.0,0.0,0.0,0.0,0.0
K00029: malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40],11.4282625568,0.0,0.0,0.0,0.0,0.0,0.0,12.5583999735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K00031: isocitrate dehydrogenase [EC:1.1.1.42],0.0,0.0,0.0,0.0,9.59252035,9.0256688437,0.0,15.8767502806,0.0,0.0,0.0,0.0,10.0903006946,25.302530253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1147540984,0.0,0.0,0.0,3.0622574146
K00033: 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343],0.0,27.5685027066,12.8913443831,0.0,0.0,0.0,36.7309458219,28.120703092,20.2400702149,0.0,0.0,0.0,73.5100883267,9.3228028011,0.0,0.0,0.0,0.0,5.5096418733,17.9520491547,0.0,17.9694519317,7.3664825046,4.5754962698,14.737217787,0.0,0.0,21.1202938476,0.0
K00036: glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363],8.7032201915,21.6608571568,0.0,0.0,0.0,0.0,48.324961454,0.0,24.2475248837,0.0,0.0,0.0,39.7189345845,7.1989061019,0.0,9.5735422106,0.0,13.0718954248,11.3141862489,9.6406247438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.1759243306,0.0
K00040: fructuronate reductase [EC:1.1.1.57],0.0,0.0,0.0,5.3635066361,9.324009324,48.951048951,20.202020202,74.5920745921,24.864024864,88.5853672739,0.0,5.0318229396,4.662004662,33.411033411,19.425019425,0.0,0.0,0.0,27.972027972,10.878010878,11.6562200544,26.418026418,20.202020202,10.878010878,43.5126477117,5.439005439,0.0,38.85003885,0.0
K00041: tagaturonate reductase [EC:1.1.1.58],0.0,0.0,4.1417675473,15.6378600823,35.228722815400005,65.8715450377,33.7448559671,90.5356573854,22.2222222222,101.2957225441,0.0,0.0,8.2304526749,66.0512951564,12.3463569739,12.3456790123,14.8148148148,7.4074074074,59.2592592593,6.5843621399,21.3991769547,50.2057613169,18.9300411523,19.7530864198,24.6913580247,9.8765432099,0.0,37.037037037,0.0
